id_restaurante;nome_restaurante;containerId;createdAt;customer_id;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version
4;Bistrô Francês;NV1S42IU;18/01/2025 02:51;509;S2BQ6J;R2MEQG;IfoodBridge;POS;Nam odit vitae neque nostrum atque maxime.;False;5247;False;SCHEDULED;DELIVERY;IFOOD;;CANCELED;35;614;25.77;23/06/2025 18:38;v2.4.4
4;Bistrô Francês;O0B2TKPZ;05/03/2025 18:13;481;0D63YE;CM60DG;CannoliEngine;WEB;Aspernatur corporis sed provident fugiat eligendi.;True;5433;False;IMMEDIATE;TAKEOUT;EPADOCA;;DISPATCHED;56;2494;83.31;06/12/2024 04:00;v1.3.6
4;Bistrô Francês;O3SZDTB8;14/04/2025 04:14;228;B84DVR;MVE2BD;DirectOrder;WEB;;False;2356;False;SCHEDULED;DELIVERY;IFOOD;01/02/2025 07:44;PENDING;73;2428;76.4;31/01/2025 13:10;v1.1.3
4;Bistrô Francês;O88V78RZ;20/02/2025 15:04;379;5CWCC2;P37IPD;KDSPro;WEB;;True;4530;False;SCHEDULED;INDOOR;DELIVERYVIP;11/07/2025 23:40;CONCLUDED;72;824;45.25;09/07/2025 22:21;v2.0.0
4;Bistrô Francês;ODY3GIVC;13/06/2025 09:16;235;EM2MMX;FKD2R4;DirectOrder;POS;Ad odit sint consequuntur.;True;3452;False;SCHEDULED;INDOOR;WHATSAPP;;DISPATCHED;58;2063;42.96;22/12/2024 08:29;v1.2.9
4;Bistrô Francês;OKP92ARW;11/11/2024 21:14;254;KUWGYI;Z07VVQ;IfoodBridge;POS;;True;6652;False;IMMEDIATE;DELIVERY;IFOOD;;CONFIRMED;39;3514;14.22;17/01/2025 04:08;v2.0.6
4;Bistrô Francês;OT2YPZK7;24/05/2025 15:37;457;8LZX4Q;8OFCH1;KDSPro;POS;;True;9704;False;SCHEDULED;TAKEOUT;ANOTAAI;;CONCLUDED;58;1271;48.11;20/07/2025 03:15;v1.2.3
4;Bistrô Francês;PYWJ3I7E;24/05/2025 15:37;62;4TI3I5;AQG53S;DirectOrder;APP;;True;4737;False;SCHEDULED;TAKEOUT;IFOOD;;CONCLUDED;59;3047;31.54;12/03/2025 00:47;v1.9.1
4;Bistrô Francês;Q12SQP1V;05/03/2025 05:46;57;0IB384;0RZLNS;DirectOrder;WEB;Repellat pariatur quod.;False;8499;False;IMMEDIATE;INDOOR;IFOOD;13/06/2025 21:03;DISPATCHED;80;2336;115.67;13/06/2025 19:10;v3.3.2
4;Bistrô Francês;QG1GYM73;24/05/2025 15:37;869;3OXN4J;0HA0W7;IfoodBridge;POS;;False;7681;False;IMMEDIATE;INDOOR;ANOTAAI;;CONCLUDED;40;1614;31.48;30/12/2024 07:20;v1.9.2
4;Bistrô Francês;QN3R6TMJ;12/02/2025 13:23;291;QDUVCV;DFNFVI;IfoodBridge;POS;;True;2647;False;SCHEDULED;INDOOR;IFOOD;04/04/2025 17:06;CONFIRMED;41;2197;33.86;04/04/2025 06:18;v1.9.0
4;Bistrô Francês;QTYHAEBY;24/05/2025 15:37;502;JUMMJ5;0HY971;IfoodBridge;APP;;True;6181;False;SCHEDULED;INDOOR;ANOTAAI;;CONCLUDED;23;212;61.59;15/11/2024 17:25;v2.1.5
4;Bistrô Francês;QVOI9WUA;04/02/2025 07:07;629;VTEXK3;0GFZS8;CannoliEngine;WEB;;True;5440;False;IMMEDIATE;INDOOR;IFOOD;31/08/2025 05:00;PLACED;43;1919;26.68;30/08/2025 13:58;v3.2.2
4;Bistrô Francês;R6GBF6OV;20/03/2025 23:46;602;JU90VN;7BKS93;IfoodBridge;APP;;True;5767;False;SCHEDULED;INDOOR;WHATSAPP;;CONFIRMED;71;2745;45.37;07/07/2025 03:13;v1.5.3
4;Bistrô Francês;RE6OR67A;08/02/2025 13:20;308;FY7T5F;8KRRE3;IfoodBridge;WEB;Asperiores blanditiis nisi voluptate incidunt totam qui.;False;3471;False;SCHEDULED;INDOOR;SITE;;PLACED;9;2436;108.75;10/11/2024 21:11;v1.5.2
4;Bistrô Francês;RJ27931O;23/07/2025 03:12;471;DC81HW;JONYM8;DirectOrder;APP;;True;4063;False;IMMEDIATE;TAKEOUT;SITE;16/08/2025 03:38;CONFIRMED;15;3381;171.28;16/08/2025 05:38;v2.2.5
4;Bistrô Francês;RVR22O4K;21/03/2025 17:46;331;P8KH5B;66IVH2;IfoodBridge;POS;Dignissimos impedit ut voluptatibus in fugiat.;True;7045;False;SCHEDULED;INDOOR;WHATSAPP;;CONFIRMED;76;375;88.44;30/11/2024 05:09;v2.2.1
4;Bistrô Francês;SCNGKWKI;30/08/2025 12:10;224;6E2QHP;TNZCVB;CannoliEngine;APP;;True;4841;False;IMMEDIATE;TAKEOUT;99FOOD;;PLACED;86;1962;31.16;04/09/2024 10:55;v3.5.4
4;Bistrô Francês;SEB4RLXQ;24/05/2025 15:37;681;8GKM6D;KOM91O;CannoliEngine;POS;Vitae odit recusandae recusandae ut voluptatum praesentium.;True;4134;False;SCHEDULED;INDOOR;ANOTAAI;;CONCLUDED;31;954;69.84;18/06/2025 19:16;v1.1.3
4;Bistrô Francês;SFB3OJTS;25/08/2025 01:28;544;P6DDJV;66P8CM;DirectOrder;WEB;;False;4596;False;IMMEDIATE;DELIVERY;IFOOD;07/12/2024 12:05;PLACED;76;3595;35.68;05/12/2024 01:10;v3.1.3
4;Bistrô Francês;SOK4KJ1M;30/08/2025 19:49;490;NMHCBE;OPUZL7;DirectOrder;APP;Excepturi magni nostrum.;False;8282;False;SCHEDULED;DELIVERY;99FOOD;;CONFIRMED;78;234;96.75;24/09/2024 02:27;v2.0.0
4;Bistrô Francês;SORCKVVK;15/04/2025 23:01;156;OUFIQ4;87AR4I;IfoodBridge;POS;At expedita ex repellat.;True;9100;False;SCHEDULED;TAKEOUT;WHATSAPP;;PLACED;23;2356;49.82;29/08/2025 15:21;v2.4.0
4;Bistrô Francês;TBOFRDFA;24/05/2025 15:37;838;6XKZ2D;MWB92D;KDSPro;APP;Eius saepe accusamus deleniti quaerat.;True;5458;False;SCHEDULED;INDOOR;IFOOD;20/03/2025 11:33;CONCLUDED;7;1916;58.25;18/03/2025 04:16;v1.7.2
4;Bistrô Francês;TXAWQGBO;15/03/2025 01:46;746;S0C9Q5;S23DGO;KDSPro;APP;Veniam enim dolor atque aperiam vitae soluta reprehenderit.;False;5055;False;IMMEDIATE;TAKEOUT;WHATSAPP;26/12/2024 20:14;CANCELED;81;1539;78.7;26/12/2024 08:11;v3.7.8
4;Bistrô Francês;UNT9QX3P;24/05/2025 15:37;652;BORBKP;J7X7T9;DirectOrder;APP;;True;9425;False;SCHEDULED;INDOOR;IFOOD;27/12/2024 19:33;CONCLUDED;51;2964;127.06;27/12/2024 13:43;v1.5.5
4;Bistrô Francês;UXXPMA3O;20/03/2025 04:47;405;B81VC7;QIRDQ6;IfoodBridge;APP;;False;2861;False;SCHEDULED;TAKEOUT;99FOOD;;DISPATCHED;30;2688;70.32;27/04/2025 06:37;v3.2.8
4;Bistrô Francês;UZEPTTXO;21/09/2024 06:52;740;686EZK;84BSCG;DirectOrder;APP;;True;7875;False;IMMEDIATE;DELIVERY;SITE;;PENDING;43;3235;19.61;15/05/2025 18:39;v1.3.1
4;Bistrô Francês;V10K6M7Z;10/11/2024 10:22;56;VORXC4;48GO0K;DirectOrder;POS;;False;1317;False;SCHEDULED;TAKEOUT;WHATSAPP;;CANCELED;68;471;41.97;01/09/2025 04:31;v3.6.8
4;Bistrô Francês;W3J1BQWD;02/08/2025 15:10;286;Q6LPWL;FNBS1M;DirectOrder;APP;;False;9819;False;IMMEDIATE;DELIVERY;99FOOD;09/08/2025 16:05;PLACED;7;2314;25.71;09/08/2025 01:47;v2.5.5
4;Bistrô Francês;XTK87G32;01/07/2025 09:30;139;I8UVXG;0RUHMB;KDSPro;WEB;Repudiandae saepe debitis nobis.;True;5023;False;IMMEDIATE;DELIVERY;ANOTAAI;14/07/2025 00:28;DISPATCHED;16;3320;16.84;12/07/2025 14:09;v3.1.6
4;Bistrô Francês;Y8ND2YLX;21/04/2025 05:58;225;DYQPTY;5X7IAT;KDSPro;WEB;;True;1918;False;IMMEDIATE;TAKEOUT;99FOOD;;PLACED;58;1926;227.54;31/01/2025 23:22;v2.0.7
4;Bistrô Francês;YEB3RII3;11/07/2025 00:29;955;1RLGT3;THT1L4;KDSPro;WEB;;False;2827;False;IMMEDIATE;INDOOR;IFOOD;;CANCELED;20;2429;36.7;04/04/2025 21:55;v1.4.6
4;Bistrô Francês;YGMGIEKJ;15/01/2025 14:27;489;TI0E8N;71XVR7;KDSPro;APP;Odit sed consectetur sapiente nam maxime vitae.;True;3232;False;SCHEDULED;TAKEOUT;DELIVERYVIP;;CONFIRMED;76;3051;106.22;09/11/2024 23:00;v2.6.9
4;Bistrô Francês;YTCE6NSC;27/10/2024 05:50;878;QPMWQZ;UO96E1;IfoodBridge;POS;;True;6482;False;SCHEDULED;INDOOR;EPADOCA;;CANCELED;5;2896;40.56;23/09/2024 16:28;v1.0.2
4;Bistrô Francês;YZ7W2G0V;14/12/2024 09:27;736;02T3BM;6PE3XH;KDSPro;APP;;False;9476;False;IMMEDIATE;TAKEOUT;WHATSAPP;25/07/2025 20:04;CONCLUDED;63;1796;69.64;24/07/2025 13:59;v1.6.4
4;Bistrô Francês;Z04TMWQ3;23/04/2025 16:13;217;9SGUTT;FL9NEJ;IfoodBridge;WEB;;True;1641;False;IMMEDIATE;TAKEOUT;SITE;;CONCLUDED;48;2437;115.33;11/01/2025 05:52;v3.0.7
4;Bistrô Francês;ZA0WUOWJ;04/11/2024 20:01;834;09IOGL;ACCE7S;CannoliEngine;WEB;Tenetur velit labore nam.;True;1723;False;SCHEDULED;DELIVERY;IFOOD;06/12/2024 04:00;CONCLUDED;56;3152;31.0;06/12/2024 04:18;v2.6.3
4;Bistrô Francês;ZG8AYMXF;26/01/2025 02:55;117;GSEI3T;VL162P;DirectOrder;POS;Aliquid ex ad.;True;9246;False;IMMEDIATE;INDOOR;ANOTAAI;23/12/2024 20:10;PENDING;90;2121;89.7;20/12/2024 20:51;v3.1.4
4;Bistrô Francês;ZOD7EKE5;03/03/2025 22:53;600;AFOZ89;9WC1Q9;CannoliEngine;APP;;False;8083;False;SCHEDULED;TAKEOUT;EPADOCA;;CONFIRMED;6;2945;45.57;19/04/2025 10:01;v1.5.2
4;Bistrô Francês;ZSE6TNCE;10/07/2025 14:17;643;QHR2J4;O9S0NY;CannoliEngine;WEB;;False;8247;False;IMMEDIATE;DELIVERY;IFOOD;;CONCLUDED;83;1656;108.62;20/10/2024 22:32;v1.1.9
4;Bistrô Francês;ZU74N72Y;14/06/2025 20:24;504;K938BZ;5N293J;CannoliEngine;APP;;True;6511;False;IMMEDIATE;TAKEOUT;IFOOD;26/01/2025 17:33;CANCELED;6;79;65.46;26/01/2025 05:26;v3.4.7
4;Bistrô Francês;ZY915E71;23/07/2025 08:08;839;IXAOZJ;SOQD40;CannoliEngine;APP;;True;7405;False;SCHEDULED;INDOOR;99FOOD;11/06/2025 07:41;CONCLUDED;30;2394;55.08;09/06/2025 11:38;v1.7.1
5;Cantinho do Sabor;02I89BNE;27/12/2024 21:11;116;OQM48K;LNMFPC;IfoodBridge;WEB;Blanditiis perspiciatis dolore eveniet alias asperiores veniam aperiam.;True;5508;False;IMMEDIATE;TAKEOUT;99FOOD;;PLACED;8;3042;77.97;05/09/2024 02:37;v1.5.6
5;Cantinho do Sabor;04JI6QAU;14/05/2025 15:35;77;DGNXFL;PYREOL;CannoliEngine;WEB;Expedita amet eaque aut.;False;5350;False;SCHEDULED;TAKEOUT;EPADOCA;09/04/2025 08:30;PLACED;11;2534;100.19;07/04/2025 12:17;v1.3.6
5;Cantinho do Sabor;061ALVY5;08/11/2024 03:52;864;TYHHMB;SVODB5;DirectOrder;APP;;False;4281;False;IMMEDIATE;DELIVERY;EPADOCA;07/08/2025 00:27;PLACED;23;201;35.12;06/08/2025 03:03;v3.1.2
5;Cantinho do Sabor;0MWWIPER;01/06/2025 21:40;383;OJR19P;Z6B4CG;CannoliEngine;APP;Necessitatibus ad sapiente perferendis expedita dolore consectetur ipsam.;False;4187;False;IMMEDIATE;INDOOR;DELIVERYVIP;;CONCLUDED;6;1090;101.91;22/03/2025 00:18;v3.0.1
5;Cantinho do Sabor;1AIIFGLZ;25/10/2024 16:21;322;N5W1N2;W100IM;DirectOrder;POS;;False;7535;False;SCHEDULED;INDOOR;99FOOD;27/04/2025 08:37;PENDING;89;3506;38.26;26/04/2025 11:31;v1.5.3
5;Cantinho do Sabor;1B35GESN;10/08/2025 01:38;22;9PSA6Z;OWEC9P;DirectOrder;POS;Minus doloribus nulla totam.;True;9447;False;SCHEDULED;INDOOR;IFOOD;13/05/2025 12:25;CONCLUDED;18;1426;58.58;11/05/2025 14:29;v3.0.8
5;Cantinho do Sabor;1CCX4O1C;15/07/2025 00:29;246;CY105X;UR7HAL;KDSPro;APP;;True;4105;False;SCHEDULED;DELIVERY;DELIVERYVIP;21/07/2025 18:07;DISPATCHED;10;1564;46.08;19/07/2025 13:57;v1.8.9
5;Cantinho do Sabor;1CJOSYYP;01/09/2025 16:08;597;C4CJ3S;SXT7OD;KDSPro;APP;;False;3998;False;SCHEDULED;INDOOR;EPADOCA;;CONFIRMED;33;87;47.72;05/10/2024 08:30;v2.1.3
5;Cantinho do Sabor;1FCAJ1KD;27/05/2025 06:48;796;IU43ZY;KHRV7X;IfoodBridge;WEB;Hic iste laudantium voluptatem id repellat amet expedita.;False;2012;True;SCHEDULED;TAKEOUT;IFOOD;;PLACED;86;2137;58.63;23/01/2025 03:31;v2.0.0
5;Cantinho do Sabor;1I0B4DJ7;24/10/2024 07:37;844;N795UA;EU4SSV;KDSPro;APP;Vel voluptates repellat consequuntur ducimus saepe natus.;False;5449;True;IMMEDIATE;TAKEOUT;WHATSAPP;;CONFIRMED;14;1829;65.72;09/09/2024 04:27;v3.0.4
5;Cantinho do Sabor;2542XPDL;27/09/2024 16:55;620;XILEIE;X9ZXLV;IfoodBridge;POS;;False;8678;False;IMMEDIATE;TAKEOUT;IFOOD;;CONFIRMED;81;413;25.77;22/02/2025 07:55;v1.8.6
5;Cantinho do Sabor;2P36Y5HT;13/04/2025 16:00;567;TNOKYA;A8XRL4;DirectOrder;POS;Consectetur placeat dolores quasi cum hic dolorem.;True;6985;False;SCHEDULED;TAKEOUT;SITE;;CANCELED;74;476;110.94;06/08/2025 18:15;v2.4.5
5;Cantinho do Sabor;2TBWYQDD;05/05/2025 19:58;807;4QJMGF;PIAJD8;CannoliEngine;POS;;True;3218;False;SCHEDULED;TAKEOUT;99FOOD;;CONCLUDED;50;1026;54.67;03/08/2025 16:45;v3.9.7
5;Cantinho do Sabor;2TKAKEBY;17/08/2025 15:44;427;Q7UK77;ULER2L;CannoliEngine;APP;Velit fuga nihil magni modi corrupti similique.;False;9790;False;SCHEDULED;INDOOR;99FOOD;14/02/2025 14:00;CANCELED;78;3090;24.06;15/02/2025 06:38;v1.4.5
5;Cantinho do Sabor;2XPPGFEE;04/05/2025 04:44;300;8YWKQC;PWP33C;DirectOrder;APP;Beatae nisi repellendus similique.;True;5483;False;SCHEDULED;TAKEOUT;WHATSAPP;06/07/2025 17:52;CANCELED;60;2159;77.23;06/07/2025 18:07;v3.5.7
5;Cantinho do Sabor;32OOFPTF;02/11/2024 01:43;814;WVVQZS;XK22PY;CannoliEngine;POS;;True;2995;False;IMMEDIATE;TAKEOUT;WHATSAPP;21/02/2025 09:02;DISPATCHED;69;3392;45.11;20/02/2025 12:38;v2.6.0
5;Cantinho do Sabor;39F70HYH;01/02/2025 15:35;172;PIPB15;MCHUZX;KDSPro;POS;;True;8946;False;IMMEDIATE;TAKEOUT;ANOTAAI;19/01/2025 20:27;DISPATCHED;7;1946;48.03;17/01/2025 19:27;v3.2.7
5;Cantinho do Sabor;3O40A9Z1;20/12/2024 01:07;932;XED6AW;J4SCKS;CannoliEngine;WEB;;True;2837;False;SCHEDULED;DELIVERY;IFOOD;24/08/2025 18:28;PENDING;88;679;32.92;22/08/2025 04:07;v1.7.8
5;Cantinho do Sabor;43FUIB3Z;19/03/2025 22:11;269;O6RYXJ;CQNRVO;DirectOrder;APP;Repellendus at deserunt in commodi.;True;9968;False;SCHEDULED;DELIVERY;99FOOD;;CONFIRMED;47;883;53.43;18/05/2025 18:57;v1.9.4
5;Cantinho do Sabor;47C8N365;13/03/2025 22:19;416;ZNT6YC;750W30;DirectOrder;POS;Officiis quas quod voluptate voluptas.;False;2762;False;SCHEDULED;INDOOR;99FOOD;;DISPATCHED;26;2447;112.64;08/10/2024 06:19;v1.7.0
5;Cantinho do Sabor;4D9JGK38;14/01/2025 06:30;723;HL5JJC;MAR649;IfoodBridge;POS;;True;1365;False;SCHEDULED;DELIVERY;IFOOD;09/12/2024 11:55;DISPATCHED;83;1689;46.36;09/12/2024 09:28;v3.1.9
5;Cantinho do Sabor;4Y63WQ07;31/08/2025 21:16;49;CL8WP4;497U0P;DirectOrder;APP;Pariatur perspiciatis sapiente labore exercitationem quidem voluptatem.;True;5205;False;SCHEDULED;DELIVERY;IFOOD;14/04/2025 04:23;CONCLUDED;25;3375;82.88;12/04/2025 20:05;v3.1.5
5;Cantinho do Sabor;5WL10MVN;15/07/2025 01:04;637;IK2INK;UDCR7V;DirectOrder;APP;;False;3333;False;IMMEDIATE;DELIVERY;EPADOCA;17/11/2024 14:00;CONCLUDED;28;2713;119.12;17/11/2024 21:58;v1.7.7
5;Cantinho do Sabor;60KSCAOM;28/12/2024 15:02;889;3G46CO;1VGO22;IfoodBridge;POS;Distinctio dolorum nulla ullam debitis assumenda.;True;8175;False;SCHEDULED;INDOOR;ANOTAAI;29/04/2025 10:31;PLACED;42;2097;64.99;28/04/2025 23:42;v1.9.5
5;Cantinho do Sabor;652AUVIP;15/11/2024 05:35;857;0BQCND;5X598K;CannoliEngine;POS;Aperiam voluptatibus velit illum repellendus quis exercitationem veritatis.;True;1989;False;SCHEDULED;INDOOR;99FOOD;19/01/2025 07:29;CANCELED;65;2273;31.33;18/01/2025 06:06;v1.1.8
5;Cantinho do Sabor;66Y0QCTM;01/12/2024 07:04;199;MOJ0PN;EPBGHI;IfoodBridge;POS;Vero deleniti ducimus soluta nesciunt eos repudiandae.;True;5379;False;SCHEDULED;INDOOR;WHATSAPP;;PENDING;21;3318;84.0;23/11/2024 04:24;v3.3.6
5;Cantinho do Sabor;6OZKZMNL;23/05/2025 22:12;753;CJJMSW;X8N1CM;KDSPro;APP;Maxime perferendis ratione aliquam.;False;7123;False;SCHEDULED;TAKEOUT;IFOOD;;CANCELED;41;3039;56.5;10/01/2025 17:00;v2.4.1
5;Cantinho do Sabor;73XH0QH5;24/05/2025 15:37;778;L2PWH6;RZNOW1;IfoodBridge;POS;;True;3078;False;IMMEDIATE;DELIVERY;DELIVERYVIP;25/10/2024 12:25;CONCLUDED;84;2409;41.51;23/10/2024 07:34;v3.0.7
5;Cantinho do Sabor;75J99R8O;23/06/2025 16:31;108;R6NEGW;QKBIJV;KDSPro;POS;Vitae fugit quam accusantium explicabo ducimus suscipit repellendus.;True;2991;False;IMMEDIATE;INDOOR;ANOTAAI;25/01/2025 10:55;DISPATCHED;40;3181;42.97;25/01/2025 05:39;v2.9.9
5;Cantinho do Sabor;7C8MDRXB;13/06/2025 01:03;788;8XF9AS;323DF1;CannoliEngine;POS;Et a magnam minima expedita.;True;3272;False;SCHEDULED;INDOOR;IFOOD;05/02/2025 08:55;DISPATCHED;42;1746;103.83;03/02/2025 17:24;v2.2.4
5;Cantinho do Sabor;7LZWR6PU;31/01/2025 18:29;538;S2SWHM;MR7LV1;IfoodBridge;WEB;Praesentium molestias eligendi voluptate.;False;4210;False;IMMEDIATE;DELIVERY;DELIVERYVIP;30/06/2025 13:05;PLACED;37;3326;95.49;29/06/2025 10:49;v1.1.8
5;Cantinho do Sabor;97EC7S5C;23/08/2025 21:48;76;5K07XP;B5M10Z;KDSPro;APP;;True;2688;False;SCHEDULED;TAKEOUT;SITE;14/05/2025 14:53;CONCLUDED;18;2401;29.79;14/05/2025 03:31;v2.0.5
5;Cantinho do Sabor;9FANL0YO;04/03/2025 13:57;997;LRD3XV;1OUIIO;CannoliEngine;APP;Explicabo sit rerum at enim.;False;5926;False;IMMEDIATE;DELIVERY;SITE;;CANCELED;5;768;32.53;14/07/2025 10:21;v1.8.7
5;Cantinho do Sabor;9THN45S2;13/01/2025 16:18;603;6KVA65;I5FGPH;IfoodBridge;POS;Alias corrupti doloremque sint.;True;9414;False;SCHEDULED;DELIVERY;EPADOCA;;PENDING;55;547;96.71;13/12/2024 22:49;v2.0.1
5;Cantinho do Sabor;A7R8ILI1;01/08/2025 17:09;122;N2YCSZ;HZUEJE;DirectOrder;POS;;False;5559;False;SCHEDULED;TAKEOUT;WHATSAPP;;PLACED;82;711;42.91;27/01/2025 21:57;v1.3.2
5;Cantinho do Sabor;AA4QP7S2;09/03/2025 15:36;50;XUVF5H;WDA7WC;DirectOrder;WEB;Illo dolore iste molestias.;False;4243;False;IMMEDIATE;DELIVERY;EPADOCA;;CANCELED;35;1818;80.98;18/04/2025 14:21;v1.8.4
5;Cantinho do Sabor;AL0L8LPH;05/04/2025 07:41;209;YKIZ8V;886N7H;KDSPro;APP;;True;8311;False;IMMEDIATE;TAKEOUT;IFOOD;08/05/2025 00:18;CONCLUDED;80;2555;47.59;05/05/2025 20:30;v1.6.1
5;Cantinho do Sabor;AZDFD0GR;17/06/2025 10:06;695;VSNUOW;CD75TA;IfoodBridge;WEB;Iste aliquam distinctio tempora in sapiente.;True;2842;False;SCHEDULED;DELIVERY;99FOOD;24/08/2025 11:31;CONCLUDED;49;3295;29.32;22/08/2025 05:31;v2.8.2
5;Cantinho do Sabor;B1VBU6IJ;26/12/2024 09:30;758;X4ZBTR;8SYOLY;IfoodBridge;POS;;True;6759;False;SCHEDULED;DELIVERY;SITE;;CONCLUDED;51;1029;49.47;29/01/2025 01:37;v1.1.9
5;Cantinho do Sabor;B6L8NPR2;12/04/2025 07:44;677;XC6UAW;ZZV7W2;KDSPro;APP;Occaecati tempora expedita iste assumenda.;True;8305;False;SCHEDULED;INDOOR;IFOOD;16/06/2025 17:16;DISPATCHED;35;3450;42.39;16/06/2025 09:38;v1.7.3
5;Cantinho do Sabor;BMWG92GV;14/02/2025 01:06;636;W2CFCB;EY9HRG;CannoliEngine;POS;Nesciunt odit praesentium laboriosam maxime maiores vitae.;True;8309;False;IMMEDIATE;TAKEOUT;ANOTAAI;;CANCELED;80;1816;76.21;08/12/2024 06:25;v2.9.1
5;Cantinho do Sabor;BQ4OXV8Y;29/07/2025 17:19;237;G4JDVD;WYG4VD;IfoodBridge;POS;;False;5260;False;IMMEDIATE;INDOOR;EPADOCA;;CONFIRMED;82;1877;50.27;04/05/2025 21:43;v2.5.7
5;Cantinho do Sabor;BZPQCT2F;24/05/2025 15:37;541;ZTHLQ1;45GNDP;DirectOrder;POS;;False;9078;False;IMMEDIATE;INDOOR;WHATSAPP;21/02/2025 05:54;CONCLUDED;19;256;13.09;19/02/2025 08:40;v2.9.7
5;Cantinho do Sabor;C01II9V6;13/01/2025 04:25;619;W0Z5QN;POUCKT;KDSPro;POS;Ad maiores vitae aliquid.;True;5282;False;SCHEDULED;INDOOR;IFOOD;29/06/2025 05:34;CANCELED;69;1471;59.12;27/06/2025 14:31;v3.2.7
5;Cantinho do Sabor;C5AX0QU3;14/03/2025 08:59;827;7ILDY5;9KMLYH;CannoliEngine;APP;Excepturi laborum eum soluta.;False;3583;False;IMMEDIATE;INDOOR;SITE;04/06/2025 06:03;PENDING;33;2676;74.69;03/06/2025 04:18;v1.4.8
5;Cantinho do Sabor;CUJOBXZ8;24/05/2025 15:37;406;043JJC;TCDJF2;IfoodBridge;APP;Consectetur necessitatibus pariatur ducimus inventore facere.;False;6476;False;SCHEDULED;INDOOR;EPADOCA;07/11/2024 05:04;CONCLUDED;40;3007;61.34;05/11/2024 03:41;v3.1.9
5;Cantinho do Sabor;DFVL9KFG;29/07/2025 14:13;718;TBSP83;33ZS3F;IfoodBridge;POS;;True;9649;False;IMMEDIATE;TAKEOUT;ANOTAAI;;CONCLUDED;48;1498;46.38;26/07/2025 02:54;v1.5.7
5;Cantinho do Sabor;EDDEE8V9;18/08/2025 02:43;281;MS0KVH;OW7N4Z;CannoliEngine;POS;Aliquam laborum placeat nisi quo non veniam.;True;5938;False;SCHEDULED;TAKEOUT;99FOOD;;PENDING;48;1557;31.34;31/07/2025 06:39;v1.0.5
5;Cantinho do Sabor;ETDM18XD;24/05/2025 15:37;570;Y31C4U;TZGX58;DirectOrder;WEB;Ipsum autem sit.;True;5909;True;SCHEDULED;TAKEOUT;WHATSAPP;;CONCLUDED;33;830;74.5;21/12/2024 00:26;v1.7.8
5;Cantinho do Sabor;EY89ZWI9;24/05/2025 15:37;1000;SIVZB2;SUP0GA;CannoliEngine;WEB;;True;2257;False;SCHEDULED;DELIVERY;99FOOD;12/02/2025 20:52;CONCLUDED;89;1323;156.94;11/02/2025 07:02;v3.3.6
5;Cantinho do Sabor;FJPTPC1C;24/05/2025 15:37;46;BWYMAX;4JWD6W;KDSPro;APP;;False;2050;False;IMMEDIATE;TAKEOUT;SITE;28/12/2024 19:27;CONCLUDED;53;3143;125.02;27/12/2024 06:02;v2.1.3
5;Cantinho do Sabor;FOXQ24GI;24/05/2025 15:37;637;0GPI9B;8U3T72;CannoliEngine;WEB;;True;2461;False;SCHEDULED;DELIVERY;ANOTAAI;;CONCLUDED;87;61;28.44;19/10/2024 02:40;v3.0.6
5;Cantinho do Sabor;G7D327KS;13/07/2025 03:27;57;AUA4RJ;5UZRT9;CannoliEngine;POS;Laboriosam dignissimos similique mollitia sint molestias delectus a.;True;5916;False;IMMEDIATE;TAKEOUT;EPADOCA;;PLACED;12;1794;11.34;25/12/2024 03:45;v2.5.9
5;Cantinho do Sabor;HFZNY2J6;26/05/2025 15:48;809;W90DWR;N4UIYX;IfoodBridge;APP;Dignissimos tempora quasi molestiae dolorem dolore sint.;False;9604;False;SCHEDULED;DELIVERY;DELIVERYVIP;04/03/2025 14:55;CONFIRMED;90;1621;16.81;04/03/2025 19:21;v2.6.2
5;Cantinho do Sabor;HG2KLTY5;02/11/2024 11:42;877;VJEGEJ;0VSIAQ;DirectOrder;POS;;True;7900;False;SCHEDULED;TAKEOUT;IFOOD;26/12/2024 21:26;CANCELED;80;2110;53.67;26/12/2024 09:40;v2.2.8
5;Cantinho do Sabor;HXF1U3QH;26/07/2025 05:35;969;OPTRTP;EG7CY6;IfoodBridge;WEB;;False;6646;False;SCHEDULED;INDOOR;IFOOD;;PENDING;41;948;112.35;21/08/2025 02:46;v1.0.7
5;Cantinho do Sabor;I9LE0NCN;13/03/2025 13:48;425;MG14ZZ;9ZW1Z9;CannoliEngine;WEB;;False;5156;False;SCHEDULED;DELIVERY;99FOOD;17/11/2024 18:46;CONCLUDED;62;3361;77.33;17/11/2024 05:41;v3.1.9
5;Cantinho do Sabor;J6FDZ0EH;05/07/2025 15:34;950;4UJ70G;YVDPT6;DirectOrder;POS;;True;5935;False;SCHEDULED;TAKEOUT;WHATSAPP;;DISPATCHED;18;2287;81.58;29/11/2024 23:14;v1.4.7
5;Cantinho do Sabor;JCMH35WT;02/11/2024 18:58;32;CM2TBQ;GLFU4L;IfoodBridge;POS;;True;9503;False;IMMEDIATE;TAKEOUT;EPADOCA;27/02/2025 06:35;CONFIRMED;85;1189;42.06;25/02/2025 17:42;v1.6.9
