id_restaurante;nome_restaurante;id;segmentId;templateId;storeId;name;description;badge;type;status;isDefault;createdAt;createdBy;updatedAt;updatedBy
3;Aroma da Cidade;310;5;310;KBEFQ796EW;Campanha KX;Cum occaecati ut corporis praesentium fugiat rem facere beatae dolor sint.;loyalty;1;1;False;21/06/2024 21:51;souzaalexia;02/07/2024 21:51;ggomes
3;Aroma da Cidade;311;234;311;Q5ZJAUCYHO;Campanha KY;Voluptatem consequatur doloribus ipsam occaecati accusantium minus modi.;loyalty;1;1;True;14/02/2024 05:03;vda-rocha;13/06/2024 05:03;rochamaria-eduarda
3;Aroma da Cidade;312;235;312;85ZZHJY8GY;Campanha KZ;Esse fugit dolorum voluptatum occaecati reprehenderit.;;2;2;False;22/09/2024 18:38;nuneshelena;24/10/2024 18:38;luigicaldeira
3;Aroma da Cidade;313;5;313;KDN3TN60TL;Campanha LA;Vero totam delectus porro commodi eius nobis corrupti enim asperiores tenetur totam molestias.;consumption;2;2;False;15/10/2024 16:11;lunada-conceicao;08/11/2024 16:11;daragao
3;Aroma da Cidade;314;236;314;YO8DJE7XQT;Campanha LB;Illo rerum sequi omnis velit occaecati debitis a.;seasonal;1;3;False;29/09/2024 00:13;matheus73;09/06/2025 00:13;thiagocorreia
3;Aroma da Cidade;315;237;315;4U923O359T;Campanha LC;Pariatur eos sed dolorum tenetur aperiam similique iste aspernatur voluptas ipsam odit minima.;loyalty;1;3;False;08/08/2024 13:43;marcela82;28/10/2024 13:43;clararezende
3;Aroma da Cidade;316;238;316;L4N7S3HMO1;Campanha LD;Provident sed odio tempore ducimus hic magni.;loyalty;1;1;False;19/07/2024 18:05;oliviacosta;16/09/2024 18:05;beatriz93
4;Bistrô Francês;317;239;317;6ZL1KHW8GA;Campanha LE;;migration;2;4;False;22/07/2024 02:13;vieiragabriela;03/10/2024 02:13;joana25
4;Bistrô Francês;318;240;318;8XAVMNKW7W;Campanha LF;Porro quas inventore impedit repellat omnis illo totam error sint quibusdam.;consumption;1;3;False;26/02/2024 23:19;miguelsouza;29/09/2024 23:19;anthony43
4;Bistrô Francês;319;5;319;5NTDYWM8RA;Campanha LG;Nobis quisquam necessitatibus explicabo impedit neque repellendus.;winback;1;1;False;09/10/2024 20:57;ubarbosa;08/06/2025 20:57;brenoda-conceicao
4;Bistrô Francês;320;5;320;Q0I9BL14HO;Campanha LH;Quasi aperiam tempore tenetur non repudiandae quod et laudantium sit a exercitationem facilis.;winback;2;1;False;16/04/2024 01:47;fernandapires;03/06/2024 01:47;pedro-lucasbarbosa
4;Bistrô Francês;321;241;321;QZN7XBVZR6;Campanha LI;Velit alias reprehenderit reprehenderit aut aliquid qui dolorum commodi odio ut.;migration;1;1;False;24/07/2024 18:15;gustavo-henrique04;24/10/2024 18:15;sarah14
4;Bistrô Francês;322;5;322;RA1361BGMY;Campanha LJ;;migration;1;2;False;29/03/2024 02:33;marcelomoraes;30/11/2024 02:33;martinspedro-lucas
4;Bistrô Francês;323;5;323;08UPNZASYW;Campanha LK;Consequuntur magni debitis voluptatem fugiat voluptas doloribus neque eos officiis voluptatum quos magnam animi.;;1;1;False;05/03/2024 20:05;pedro-henrique59;11/05/2024 20:05;yurida-costa
4;Bistrô Francês;324;242;324;5XRSI7EADG;Campanha LL;Atque adipisci perferendis iure itaque pariatur cumque perspiciatis aut iusto iusto maxime.;;1;2;False;14/02/2024 15:45;nogueirajoaquim;27/06/2024 15:45;vicente90
4;Bistrô Francês;325;5;325;EBHK0ONSAS;Campanha LM;Eveniet distinctio ullam fugiat consequuntur voluptatem nisi soluta.;consumption;1;4;False;24/08/2024 20:21;cecilia82;23/03/2025 20:21;enzo-gabriel79
4;Bistrô Francês;326;243;326;XRHGTW4CY4;Campanha LN;;migration;1;2;True;03/04/2024 17:07;hcaldeira;08/07/2024 17:07;isismendes
4;Bistrô Francês;327;5;327;4NIJCP52AY;Campanha LO;;seasonal;1;4;False;11/09/2024 06:06;erickmoraes;10/04/2025 06:06;emanuelnogueira
4;Bistrô Francês;328;244;328;5X1FVK1PBC;Campanha LP;Voluptatem ut officiis est doloremque impedit.;consumption;2;4;False;06/09/2024 13:50;qlopes;24/05/2025 13:50;maria-eduarda29
4;Bistrô Francês;329;245;329;X9M4V74QR1;Campanha LQ;;winback;1;4;True;29/04/2024 20:09;luiz-otavio20;22/12/2024 20:09;ana-julia70
4;Bistrô Francês;330;246;330;Y9TWCW75VI;Campanha LR;Quibusdam totam magni quod recusandae consequatur necessitatibus nam incidunt amet enim porro.;consumption;1;3;False;21/05/2024 16:22;silvabianca;06/07/2024 16:22;ncarvalho
4;Bistrô Francês;331;247;331;KVYGW22YGY;Campanha LS;;winback;1;1;False;30/07/2024 19:38;gporto;25/02/2025 19:38;alexia98
4;Bistrô Francês;332;248;332;WH23GXRIRJ;Campanha LT;Quibusdam exercitationem quis ullam autem eius autem ratione facere in perferendis.;consumption;1;4;False;19/10/2024 04:17;luiz-henrique64;17/03/2025 04:17;jmendes
4;Bistrô Francês;333;249;333;AG77Q9VJUH;Campanha LU;Ab laudantium aspernatur id fugiat unde nemo dolorum.;;2;4;False;12/08/2024 15:20;correiadaniel;01/03/2025 15:20;lais35
4;Bistrô Francês;334;5;334;FE19BCDTED;Campanha LV;Eligendi exercitationem nihil veritatis blanditiis ad.;migration;1;1;False;12/05/2024 09:17;maria-cecilia58;12/07/2024 09:17;duartejuan
4;Bistrô Francês;335;250;335;KIHV17MIAV;Campanha LW;Rem quaerat nesciunt voluptates fugiat molestiae.;winback;1;2;False;21/05/2024 21:18;arthurpinto;09/10/2024 21:18;limapedro-miguel
4;Bistrô Francês;336;5;336;09JRD4HQFG;Campanha LX;;winback;2;4;True;16/02/2024 04:26;castroarthur;04/12/2024 04:26;bda-rosa
4;Bistrô Francês;337;251;337;DCZP0NWNTJ;Campanha LY;Tempora placeat reprehenderit accusamus ratione dolor quidem vel quam magni.;consumption;1;4;False;03/04/2024 15:31;caua62;30/07/2024 15:31;ferreirasophia
4;Bistrô Francês;338;252;338;4VNZVZN2HL;Campanha LZ;Quas totam distinctio quis corporis porro natus.;winback;2;1;False;26/07/2024 21:23;rezendelivia;09/02/2025 21:23;joao-felipelima
4;Bistrô Francês;339;253;339;IZQ2NMNR06;Campanha MA;Veniam et repellendus laboriosam fugit quo saepe explicabo quae.;consumption;2;2;False;04/10/2024 09:10;mda-mota;19/07/2025 09:10;mendescarolina
4;Bistrô Francês;340;254;340;4XV349N1D6;Campanha MB;Dolor perspiciatis aliquid voluptates explicabo non iste quae et facilis.;consumption;2;2;False;17/03/2024 05:31;nunesluiz-fernando;07/07/2024 05:31;ana-laurapires
4;Bistrô Francês;341;255;341;4K6ILSIDBX;Campanha MC;Aut provident voluptatibus est dolorem corrupti.;winback;2;4;False;04/05/2024 14:58;ferreiraemanuella;15/07/2024 14:58;noahsilveira
4;Bistrô Francês;342;256;342;A8VC1J2T2T;Campanha MD;Necessitatibus quasi quae eius deleniti unde.;migration;2;2;False;16/03/2024 23:47;brendamartins;14/07/2024 23:47;qbarbosa
4;Bistrô Francês;343;5;343;SASCEBFE54;Campanha ME;Rerum aspernatur illum officia reiciendis et aliquam velit quisquam.;migration;1;2;False;04/11/2024 09:29;ana-julia07;23/03/2025 09:29;souzarafaela
4;Bistrô Francês;344;257;344;CNAQ2YOTOS;Campanha MF;Maxime possimus debitis velit aut nemo hic labore.;seasonal;2;3;False;16/09/2024 09:05;kmoreira;07/10/2024 09:05;barbosapaulo
4;Bistrô Francês;345;5;345;G4EBC94E6N;Campanha MG;Architecto iure sequi iusto perspiciatis deserunt vitae quo fugit.;loyalty;2;2;False;02/08/2024 01:41;matheusfernandes;26/02/2025 01:41;lucas98
4;Bistrô Francês;346;258;346;XKIAIPRQQ5;Campanha MH;Impedit ratione quasi nam assumenda esse voluptas ad voluptatibus unde numquam recusandae.;seasonal;1;3;False;04/07/2024 12:20;vieiraluiz-gustavo;13/09/2024 12:20;erickcarvalho
4;Bistrô Francês;347;259;347;M655CK3TB9;Campanha MI;Eveniet quia natus totam labore voluptatibus accusamus rerum quia minus veniam dolore minus.;winback;1;1;False;05/06/2024 00:51;pda-luz;02/07/2024 00:51;joao-miguelviana
4;Bistrô Francês;348;5;348;0UCSWNQMWM;Campanha MJ;Minima quod molestiae qui labore magnam maxime assumenda.;;2;4;False;20/02/2024 02:48;peixotonina;04/05/2024 02:48;wpereira
4;Bistrô Francês;349;5;349;B20UC87NXP;Campanha MK;Molestiae tempore voluptas odio porro repudiandae tempora veniam at temporibus cupiditate eligendi harum.;migration;2;3;False;03/11/2024 08:14;davi-luiz16;24/07/2025 08:14;enrico71
4;Bistrô Francês;350;260;350;BK8HUP3FTJ;Campanha ML;Dolor ab accusamus quibusdam unde numquam eveniet voluptas.;consumption;2;1;False;12/06/2024 22:40;camposbruno;02/10/2024 22:40;freitasnatalia
4;Bistrô Francês;351;261;351;6FYEY3M0NQ;Campanha MM;Iste eos quasi at praesentium laborum neque repudiandae neque ex.;seasonal;2;3;False;05/04/2024 20:42;nascimentolucas;30/11/2024 20:42;nogueiraleandro
4;Bistrô Francês;352;262;352;Y4VY32I3PJ;Campanha MN;Non quidem tempora voluptas doloribus hic doloribus natus cumque doloribus dolorum quos.;migration;2;3;False;03/08/2024 07:53;isaac57;21/10/2024 07:53;azevedovitor-hugo
4;Bistrô Francês;353;263;353;T4H8QFDTN0;Campanha MO;Facilis natus architecto aliquam inventore neque facere est deleniti at natus dolores.;;1;3;True;22/02/2024 03:13;lorenzo87;07/05/2024 03:13;lucas-gabrielfernandes
4;Bistrô Francês;354;5;354;OPO9MNLR97;Campanha MP;Fugiat iusto reiciendis aperiam dicta nulla blanditiis asperiores vero excepturi magnam mollitia.;loyalty;1;3;True;02/02/2024 20:58;snascimento;12/09/2024 20:58;fcostela
4;Bistrô Francês;355;264;355;V4DC0FP672;Campanha MQ;Exercitationem magni numquam earum dignissimos temporibus repudiandae autem velit.;migration;1;3;False;13/03/2024 14:22;jesusluiz-felipe;27/08/2024 14:22;srodrigues
4;Bistrô Francês;356;265;356;XDFLD9CBA7;Campanha MR;Veniam expedita tenetur mollitia sed repellendus occaecati tempora sed cumque veniam aliquid voluptates.;consumption;2;1;False;02/06/2024 05:06;nina64;01/12/2024 05:06;fernanda16
4;Bistrô Francês;357;266;357;EQ4F1SRIKO;Campanha MS;Similique minus labore a at et modi exercitationem harum dolorem.;winback;2;3;False;05/09/2024 17:43;heitor04;28/01/2025 17:43;ana-sophiada-rocha
4;Bistrô Francês;358;267;358;P724XHQZBC;Campanha MT;Maxime commodi occaecati hic veritatis consequatur perferendis nesciunt non quaerat aut.;seasonal;1;3;False;21/09/2024 13:33;juan04;14/04/2025 13:33;caldeiralorena
4;Bistrô Francês;359;268;359;YUZPEX7TV7;Campanha MU;;loyalty;2;1;False;05/11/2024 22:56;fernando44;24/04/2025 22:56;vitorgomes
4;Bistrô Francês;360;269;360;42O3Q825Q3;Campanha MV;Tenetur aliquid voluptatem molestiae vitae nobis provident.;winback;1;1;False;30/01/2024 18:29;joanafernandes;15/02/2024 18:29;luiza98
4;Bistrô Francês;361;5;361;OR9F5IV86Z;Campanha MW;;winback;2;3;False;15/03/2024 12:51;srodrigues;21/07/2024 12:51;ninafreitas
4;Bistrô Francês;362;270;362;R3SHLX0ST6;Campanha MX;Voluptas quis consequuntur unde minima quas cumque ipsum suscipit officiis nostrum.;seasonal;1;4;False;12/01/2024 20:06;pintobenjamin;05/03/2024 20:06;carvalhoanthony
4;Bistrô Francês;363;271;363;K9QKAV8C3P;Campanha MY;Veniam perspiciatis quisquam doloremque ex fugiat perspiciatis.;winback;1;4;False;17/10/2024 01:09;ferreiradavi-lucca;24/07/2025 01:09;daniel02
4;Bistrô Francês;364;272;364;643YUOAIH3;Campanha MZ;Eos animi quam placeat officia reiciendis consectetur recusandae similique nam iure perferendis.;consumption;2;1;False;23/04/2024 13:47;iazevedo;23/09/2024 13:47;enzo-gabriel35
4;Bistrô Francês;365;273;365;1XRUTT247O;Campanha NA;;;1;3;False;24/07/2024 15:15;souzastephany;27/12/2024 15:15;ramosluigi
4;Bistrô Francês;366;274;366;8AE0JXYO6H;Campanha NB;;winback;1;1;True;18/09/2024 23:36;pietrofernandes;21/01/2025 23:36;raquel44
4;Bistrô Francês;367;275;367;4AI2278EQE;Campanha NC;Quia quisquam pariatur corrupti rerum eos sunt nemo perspiciatis ea delectus laboriosam.;seasonal;2;1;True;12/03/2024 04:36;yurijesus;13/05/2024 04:36;cardosoisis
4;Bistrô Francês;368;5;368;MNG806W819;Campanha ND;;loyalty;2;3;False;29/05/2024 03:10;gomesvitoria;15/07/2024 03:10;gribeiro
4;Bistrô Francês;369;276;369;42P31OGWRV;Campanha NE;Dolores hic porro nulla voluptatum error perspiciatis accusamus possimus quibusdam officia ratione voluptatem.;;2;4;False;23/01/2024 08:15;jesusjoao-lucas;15/07/2024 08:15;valentinada-rosa
4;Bistrô Francês;370;277;370;HBQAM97XO4;Campanha NF;Dignissimos incidunt minima ex iste iusto minima.;winback;1;2;False;15/05/2024 21:51;antonioda-paz;19/11/2024 21:51;vieiraluiz-felipe
4;Bistrô Francês;371;278;371;TT1E32WITP;Campanha NG;Debitis dolore assumenda commodi perferendis consequuntur.;loyalty;2;4;False;13/07/2024 15:17;lauramoreira;23/03/2025 15:17;kribeiro
4;Bistrô Francês;372;279;372;MOCTCLKA9L;Campanha NH;Ipsam id doloremque culpa est asperiores odio ipsum cum consequuntur necessitatibus.;migration;2;1;False;11/03/2024 05:00;joao-miguel56;01/08/2024 05:00;brenocostela
4;Bistrô Francês;373;5;373;1LEUUCBL11;Campanha NI;Harum placeat nemo fugit praesentium dicta amet ea.;seasonal;2;3;False;17/02/2024 17:31;vitorsilveira;01/07/2024 17:31;isaacda-rosa
4;Bistrô Francês;374;280;374;1B7PXJBC8V;Campanha NJ;In porro ipsam accusamus hic expedita repellendus qui libero corrupti.;winback;1;3;False;19/02/2024 18:43;camposaugusto;12/09/2024 18:43;agathada-conceicao
4;Bistrô Francês;375;281;375;6IMG7ZD3Q0;Campanha NK;Quaerat fuga fugit deleniti voluptatem qui placeat.;loyalty;2;1;False;13/03/2024 10:47;lmartins;25/12/2024 10:47;vitoria43
4;Bistrô Francês;376;282;376;5U04RIPWN3;Campanha NL;Sunt nesciunt alias placeat consectetur nisi commodi ducimus nihil.;winback;2;3;True;02/10/2024 09:48;joana91;26/06/2025 09:48;calebe03
4;Bistrô Francês;377;5;377;ZJVAEV0YU3;Campanha NM;;loyalty;1;1;False;17/04/2024 11:43;azevedojoao-miguel;19/06/2024 11:43;ana-sophiafogaca
4;Bistrô Francês;378;5;378;YEH8UXZ3AD;Campanha NN;;consumption;2;4;False;21/10/2024 18:21;ryan12;26/11/2024 18:21;da-pazlarissa
4;Bistrô Francês;379;283;379;YPHWHM54XR;Campanha NO;Ad voluptas blanditiis omnis cum dignissimos nam.;loyalty;1;1;False;06/06/2024 20:34;lucas-gabrielda-rosa;26/02/2025 20:34;cardosonathan
4;Bistrô Francês;380;5;380;SHDKKG1R1C;Campanha NP;Soluta voluptatibus ratione suscipit corrupti cum.;consumption;2;4;True;28/10/2024 09:29;xnogueira;19/06/2025 09:29;cmartins
4;Bistrô Francês;381;284;381;RPE2XN9TXF;Campanha NQ;;seasonal;2;4;False;25/04/2024 11:49;moreirajoao-miguel;16/07/2024 11:49;maria-ceciliada-costa
4;Bistrô Francês;382;285;382;U5IK31YUW2;Campanha NR;Voluptas ex hic sequi totam quaerat quos.;loyalty;1;3;False;19/01/2024 15:48;joao-pedromonteiro;20/02/2024 15:48;azevedobruna
4;Bistrô Francês;383;5;383;PMRG0ZPZJH;Campanha NS;Ut asperiores natus voluptates minima est possimus.;migration;2;4;False;05/11/2024 05:28;lucas-gabrielpires;15/08/2025 05:28;manuela78
4;Bistrô Francês;384;286;384;6L4M1TRPUY;Campanha NT;Repudiandae iusto quod blanditiis rerum expedita reprehenderit excepturi tempore excepturi quisquam expedita nam.;loyalty;2;4;False;10/09/2024 08:28;bda-rosa;19/12/2024 08:28;alexandre95
4;Bistrô Francês;385;5;385;D9TZHHNBAV;Campanha NU;Illo autem maxime error odio quisquam debitis quo fugit in voluptatem consectetur.;loyalty;1;3;False;06/08/2024 12:58;marcos-vinicius25;12/09/2024 12:58;da-luzcalebe
4;Bistrô Francês;386;287;386;DJV07IRJG1;Campanha NV;;;2;1;True;12/04/2024 16:53;bnogueira;11/06/2024 16:53;luiz-otavio15
4;Bistrô Francês;387;5;387;U7JPMMQZAD;Campanha NW;Ipsam officiis corrupti aspernatur omnis debitis consequuntur.;loyalty;1;1;False;15/02/2024 05:26;luiz-fernandoribeiro;29/10/2024 05:26;vduarte
4;Bistrô Francês;388;288;388;HHEQXIEE6H;Campanha NX;Occaecati quisquam id sequi modi veritatis vero odit.;loyalty;1;2;False;22/10/2024 05:26;nicolejesus;21/01/2025 05:26;kferreira
4;Bistrô Francês;389;289;389;ANTY6D1HFD;Campanha NY;Assumenda earum voluptatum aperiam reiciendis laboriosam eius.;winback;2;4;False;13/07/2024 18:04;lorenzodas-neves;22/01/2025 18:04;leandro20
4;Bistrô Francês;390;290;390;XHQG4QLV72;Campanha NZ;Alias cum aut itaque consectetur nemo asperiores optio doloremque fugit eos veritatis.;;1;1;False;12/03/2024 21:38;gabriel99;09/12/2024 21:38;giovannalopes
4;Bistrô Francês;391;291;391;6IZ8ER6U0E;Campanha OA;Eveniet minus iste ipsum inventore adipisci odit.;migration;1;2;False;07/10/2024 11:58;maria-fernandasilveira;10/12/2024 11:58;portoluigi
4;Bistrô Francês;392;292;392;DSDJT3BR4F;Campanha OB;Saepe voluptates nam alias distinctio id ullam tempora quo sed ratione harum esse.;;1;4;False;08/08/2024 02:28;pereiraclarice;17/05/2025 02:28;leonardo25
4;Bistrô Francês;393;293;393;C1QY9MBAAX;Campanha OC;;seasonal;1;1;False;17/10/2024 18:03;yurida-mota;23/07/2025 18:03;ncardoso
4;Bistrô Francês;394;294;394;R2P6XCW8AF;Campanha OD;Veritatis eum iure enim consequatur vero totam consequatur delectus sed blanditiis sunt.;seasonal;2;3;False;04/10/2024 22:49;raul08;09/01/2025 22:49;kevinda-rosa
4;Bistrô Francês;395;295;395;D3VURR6CG1;Campanha OE;Vel minus maiores est quibusdam exercitationem.;winback;2;4;False;22/04/2024 01:28;melosophie;12/07/2024 01:28;fda-rosa
4;Bistrô Francês;396;296;396;VAJIMMNSTO;Campanha OF;Cum exercitationem explicabo dicta facere fugiat rem magnam.;loyalty;2;3;False;21/01/2024 23:16;cardosomarcos-vinicius;12/02/2024 23:16;marceloda-luz
4;Bistrô Francês;397;5;397;N32NBZWBHO;Campanha OG;Doloribus alias natus adipisci alias dicta tempora dolor omnis vitae nostrum error.;migration;1;2;False;24/09/2024 14:35;lcorreia;19/10/2024 14:35;hcavalcanti
4;Bistrô Francês;398;5;398;JBEO4EUTAW;Campanha OH;;;1;2;False;05/02/2024 19:55;fmonteiro;07/03/2024 19:55;maitesilveira
4;Bistrô Francês;399;297;399;TCJFCZWKGU;Campanha OI;A quia labore ut quaerat dolor.;loyalty;2;2;False;06/06/2024 14:38;luiz-otavioramos;10/09/2024 14:38;bda-cunha
4;Bistrô Francês;400;5;400;PD8JQBO8WF;Campanha OJ;Earum autem quasi illum mollitia atque in.;loyalty;2;2;False;02/06/2024 18:59;davi-luiz18;27/02/2025 18:59;helenateixeira
4;Bistrô Francês;401;298;401;MYK86ADNOK;Campanha OK;Distinctio tempore accusantium eaque enim voluptatem aspernatur corporis veritatis culpa sit repudiandae dolor.;migration;1;1;False;17/10/2024 19:57;julia78;23/04/2025 19:57;benicio42
4;Bistrô Francês;402;5;402;USG9L9Q3CY;Campanha OL;Blanditiis sit mollitia nam similique nostrum.;loyalty;1;2;False;02/06/2024 20:04;kevin11;03/10/2024 20:04;caraujo
4;Bistrô Francês;403;5;403;GSV5E033DZ;Campanha OM;Deleniti officiis praesentium reiciendis aliquid adipisci nostrum asperiores enim assumenda cum.;migration;1;2;False;01/04/2024 22:02;das-nevesmaysa;29/09/2024 22:02;raragao
4;Bistrô Francês;404;299;404;WHHOLI5408;Campanha ON;Minus sequi atque occaecati nulla officia cum fugiat porro.;consumption;2;1;False;29/08/2024 04:43;ogoncalves;14/10/2024 04:43;maria-eduarda36
4;Bistrô Francês;405;300;405;42ZSA6HA3V;Campanha OO;Inventore quisquam voluptate repudiandae enim perspiciatis nulla numquam soluta incidunt fugiat.;winback;1;2;False;09/07/2024 02:04;yagomoraes;22/03/2025 02:04;brenoferreira
4;Bistrô Francês;406;301;406;MWR03V8675;Campanha OP;Est in ducimus amet nulla dolore unde itaque dignissimos.;migration;1;3;True;05/10/2024 02:55;joao-felipe23;16/04/2025 02:55;novaeslorenzo
4;Bistrô Francês;407;5;407;35XUDKITMA;Campanha OQ;Veniam dolorum repellendus odio dolor suscipit excepturi quaerat.;loyalty;1;2;False;02/09/2024 05:24;melissa00;08/10/2024 05:24;hnascimento
4;Bistrô Francês;408;302;408;QMPD7Z4KSO;Campanha OR;Magni modi quos non recusandae consequuntur blanditiis ipsa perspiciatis quam qui.;consumption;1;4;True;09/02/2024 07:40;nascimentomarcos-vinicius;10/06/2024 07:40;thales86
4;Bistrô Francês;409;303;409;P2BYEE2ABG;Campanha OS;;winback;1;1;False;13/06/2024 08:53;stephanydias;18/01/2025 08:53;freitasana-julia
4;Bistrô Francês;410;304;410;YC7H81JMBP;Campanha OT;Laboriosam odio odio dolor quo sed magni.;;2;2;False;09/06/2024 19:01;portogustavo;26/08/2024 19:01;nteixeira
4;Bistrô Francês;411;305;411;93K8EKT292;Campanha OU;Officia similique ipsum aut deleniti porro voluptate mollitia provident.;seasonal;1;4;False;09/09/2024 00:24;da-costabreno;25/12/2024 00:24;ana-luizarodrigues
4;Bistrô Francês;412;306;412;IN0BYQYVBN;Campanha OV;Adipisci soluta a quae animi optio cum.;loyalty;1;4;False;29/01/2024 16:28;nina08;16/05/2024 16:28;scardoso
4;Bistrô Francês;413;307;413;3OVU7PW35X;Campanha OW;;seasonal;2;1;False;19/04/2024 21:38;moreiraana-julia;11/02/2025 21:38;cardosoguilherme
4;Bistrô Francês;414;308;414;F2UWUFUK15;Campanha OX;Totam consequuntur vero sed quod in illo.;loyalty;1;2;False;01/08/2024 13:58;fernando52;30/12/2024 13:58;lavinia00
4;Bistrô Francês;415;309;415;21PU8BWAUF;Campanha OY;Aliquid corrupti rerum minus veritatis commodi.;seasonal;2;2;False;07/04/2024 09:22;augusto07;04/09/2024 09:22;marinaalmeida
4;Bistrô Francês;416;310;416;L70SHYVNI8;Campanha OZ;Amet placeat ratione ducimus vitae ea recusandae cumque in fugit.;consumption;1;3;False;28/10/2024 18:21;piresleticia;15/02/2025 18:21;ana-julia26
4;Bistrô Francês;417;5;417;96UPB22O1T;Campanha PA;Quod veniam alias dolorem at quis corrupti.;winback;2;3;False;18/06/2024 00:30;tmartins;17/08/2024 00:30;monteirosophie
4;Bistrô Francês;418;311;418;7HU3D3513L;Campanha PB;Repellendus quaerat optio sint laudantium exercitationem.;consumption;2;2;True;17/06/2024 19:24;mendesana-carolina;24/07/2024 19:24;hda-costa
4;Bistrô Francês;419;312;419;2LSWBB8RIA;Campanha PC;Exercitationem velit pariatur odit dolor corrupti cupiditate id corporis quia laboriosam.;migration;1;1;False;14/04/2024 05:09;sophie26;08/02/2025 05:09;nascimentomaria-eduarda
4;Bistrô Francês;420;313;420;SCY3M84BCT;Campanha PD;Iure enim cupiditate accusantium eos blanditiis natus eos est explicabo labore.;seasonal;2;1;False;03/11/2024 04:38;vlima;20/05/2025 04:38;vfogaca
4;Bistrô Francês;421;314;421;15S58XWBNW;Campanha PE;Porro nisi tenetur nobis reprehenderit nesciunt ducimus accusantium nam mollitia.;;1;1;False;05/07/2024 18:08;pietrosantos;29/01/2025 18:08;pereirahelena
5;Cantinho do Sabor;422;315;422;501OEEA20R;Campanha PF;Ipsam blanditiis amet voluptatum maxime nisi amet maiores corrupti provident ex.;loyalty;1;3;True;15/10/2024 04:30;nina21;01/06/2025 04:30;mariacorreia
5;Cantinho do Sabor;423;316;423;7YJ8HQDE7M;Campanha PG;Aut libero neque id in sint molestiae voluptas at.;;1;4;False;20/01/2024 14:30;sabrina29;10/08/2024 14:30;murilo60
5;Cantinho do Sabor;424;317;424;46FDVAE1IS;Campanha PH;Architecto facere mollitia assumenda inventore non doloribus earum.;consumption;2;1;True;15/01/2024 21:47;santosmelissa;28/04/2024 21:47;ana-juliaviana
5;Cantinho do Sabor;425;5;425;Q6TLV0GUB5;Campanha PI;Deleniti magni illum maiores reiciendis deleniti libero explicabo aspernatur.;consumption;1;2;False;25/03/2024 17:08;ocarvalho;14/07/2024 17:08;pfreitas
5;Cantinho do Sabor;426;5;426;Y3OT760RS6;Campanha PJ;;winback;1;1;False;05/07/2024 05:06;salmeida;17/10/2024 05:06;lucca76
5;Cantinho do Sabor;427;318;427;J7PUM32YP1;Campanha PK;Unde nihil sequi dolorem perspiciatis iste iusto tenetur quasi voluptate consequuntur voluptate beatae quaerat.;migration;1;3;False;11/09/2024 18:27;da-cunhapaulo;19/12/2024 18:27;ramosisaac
5;Cantinho do Sabor;428;319;428;MUQ0RZTWO7;Campanha PL;;;1;4;False;18/06/2024 09:23;ana-juliaporto;02/07/2024 09:23;beatriz42
5;Cantinho do Sabor;429;320;429;4A1NFXGIMY;Campanha PM;Hic laboriosam architecto ut iste vero.;consumption;2;1;False;31/07/2024 01:17;enzomoreira;14/10/2024 01:17;rodriguesmarcela
5;Cantinho do Sabor;430;5;430;OFCX7CULOQ;Campanha PN;;consumption;1;4;False;04/10/2024 11:32;duarteemilly;16/02/2025 11:32;maria-eduarda31
5;Cantinho do Sabor;431;321;431;KTAF6BLBV0;Campanha PO;;seasonal;2;3;False;09/09/2024 21:27;vieiravitoria;13/06/2025 21:27;antonioviana
5;Cantinho do Sabor;432;322;432;KV4VTCDMWS;Campanha PP;;migration;2;2;True;19/09/2024 13:51;guilhermegomes;24/11/2024 13:51;da-cruzmaria-eduarda
5;Cantinho do Sabor;433;323;433;OOH1XAWJ28;Campanha PQ;Quos at reiciendis facere inventore totam repellat.;winback;2;4;False;12/04/2024 03:34;carvalhomaria-julia;15/01/2025 03:34;joao-vitorcostela
5;Cantinho do Sabor;434;5;434;4UPR44ESH9;Campanha PR;Tempora atque aspernatur officiis neque deleniti maiores tenetur explicabo.;;1;2;False;09/08/2024 06:11;ninapereira;24/10/2024 06:11;uaraujo
5;Cantinho do Sabor;435;324;435;Z5X51O0LQB;Campanha PS;Debitis facilis repellat harum possimus cumque molestias occaecati.;seasonal;2;3;False;02/06/2024 22:57;luna56;28/06/2024 22:57;eporto
5;Cantinho do Sabor;436;325;436;GSQOF3WGI8;Campanha PT;Iusto deleniti quos deserunt facere et iusto.;loyalty;1;1;True;24/04/2024 23:32;cunhaenrico;30/08/2024 23:32;ana-carolinabarbosa
5;Cantinho do Sabor;437;326;437;FCYLTM9R6M;Campanha PU;Nostrum itaque nulla dolorem ex fugiat ut quas distinctio nihil iste id commodi.;seasonal;1;3;False;22/05/2024 21:21;vfarias;15/12/2024 21:21;joao50
5;Cantinho do Sabor;438;327;438;D47DZNAXS8;Campanha PV;Quo iste quo dolorum illo laborum perferendis pariatur.;;2;3;True;04/08/2024 12:08;mendesaugusto;09/02/2025 12:08;bryan82
5;Cantinho do Sabor;439;328;439;GWEYSU7ERR;Campanha PW;Vero accusamus labore odio deserunt minima at porro delectus dolorum illum.;consumption;1;1;False;07/04/2024 20:21;enzo-gabrielcunha;10/04/2024 20:21;benjamin76
